AP_PAYMENT_REF,AP_CONTRACT_REF,AP_PAYMENT_DATETIME,AP_AMOUNT_PAID,AP_PAYMENT_CHANNEL,AP_TRANSACTION_STATUS
a8014b09-a233-45c6-867f-7ec3c6b1f05a,AP-000059,2026-06-05 20:24:53,163.8,DIRECT_DEBIT,PENDING
fcd6bd1a-4dfd-4d85-99c3-5cf7b3542c22,AP-000060,2025-03-05 03:04:16,224.79,CARD,PENDING
37f4a871-2c72-4724-bdd6-95f77cc18ec4,AP-000060,2026-04-11 04:24:33,224.79,BANK_TRANSFER,FAILED
c5893503-ad12-4840-b24f-8568bb7134cb,AP-000061,2026-03-22 23:10:26,187.87,CARD,SUCCESS
c87bb920-3651-4e53-a409-44ba1d69abdc,AP-000061,2026-04-16 07:28:06,187.87,DIRECT_DEBIT,SUCCESS
eb2526df-2e6c-41ce-9398-d0cdf53a014b,AP-000061,2026-03-16 18:18:48,187.87,DIRECT_DEBIT,FAILED
3240d7bf-21a6-46f9-b2c3-9f8123fcd6a4,AP-000061,2026-03-03 15:15:34,187.87,DIRECT_DEBIT,SUCCESS
b8ddfc97-390c-44ae-83fc-2c4866bef61b,AP-000061,2026-04-04 10:46:33,187.87,CARD,PENDING
525867eb-3d88-41c0-9018-97193c609aa3,AP-000062,2025-02-27 02:16:48,249.01,BANK_TRANSFER,SUCCESS
f5acf498-c1d6-4bd5-8c60-9d977ef7bde4,AP-000062,2026-04-24 06:09:30,249.01,DIRECT_DEBIT,FAILED
b8b91e40-1a1b-4767-a1bf-9279840869aa,AP-000063,2025-02-17 12:08:31,213.09,DIRECT_DEBIT,FAILED
7dc44257-84c0-4b6f-ba4f-196908d17027,AP-000063,2026-04-26 12:58:26,213.09,BANK_TRANSFER,SUCCESS
f7b360a4-9187-43f5-afa7-ec7c09144389,AP-000063,2025-03-15 10:20:34,213.09,CARD,SUCCESS
ef8abf63-f9a7-4790-9a7e-b5e95abb2e04,AP-000063,2025-04-21 05:43:55,213.09,CARD,SUCCESS
460254b9-06e1-4718-ac59-be2c0ab80f39,AP-000063,2025-09-07 08:14:44,213.09,CARD,FAILED
3ed313b9-8d59-4a15-a840-f75a0df5cbe9,AP-000063,2025-02-27 00:59:46,213.09,DIRECT_DEBIT,PENDING
ee56d5e0-2ea7-4c5b-8f80-a826b51775c3,AP-000064,2024-01-28 20:46:25,73.4,DIRECT_DEBIT,FAILED
0a1998ba-25eb-4277-bb1c-3f10697a7722,AP-000064,2024-05-17 07:42:16,73.4,BANK_TRANSFER,SUCCESS
10eddbf6-00dc-4449-84bb-686045e9130c,AP-000064,2026-07-17 16:33:44,73.4,BANK_TRANSFER,PENDING
aa381c0e-1588-486d-8871-a7cd7f271175,AP-000064,2025-04-07 11:20:39,73.4,BANK_TRANSFER,SUCCESS
10955a56-4487-4dfd-907b-40a4a6d0c62b,AP-000065,2026-04-14 09:09:51,72.04,CARD,FAILED
eba2ce58-609a-41c3-9962-2b638a8c907d,AP-000065,2025-11-02 07:23:08,72.04,DIRECT_DEBIT,SUCCESS
53355cd0-9216-48be-813d-3783f1ee316a,AP-000065,2026-06-25 14:44:07,72.04,CARD,SUCCESS
6da446f4-f346-4e35-86f2-41e8742b20cc,AP-000065,2026-06-02 19:50:46,72.04,CARD,PENDING
8e5f5328-4d6f-46c9-962e-dbd89deb85fd,AP-000066,2025-10-31 16:06:20,94.73,DIRECT_DEBIT,FAILED
076c8da4-b1a0-4546-9ade-20f1d44b7fb9,AP-000067,2024-07-06 18:36:37,185.65,DIRECT_DEBIT,FAILED
31b8ab3a-8197-415a-8d09-d9a1158a7e73,AP-000067,2026-01-19 12:20:33,185.65,DIRECT_DEBIT,FAILED
ae4f110b-d0df-49df-8258-955d7c86b288,AP-000067,2026-03-31 22:31:32,185.65,DIRECT_DEBIT,SUCCESS
f0e06692-5f90-4e43-900e-c1705d6282bf,AP-000067,2024-10-13 07:08:44,185.65,DIRECT_DEBIT,SUCCESS
5f9d7a08-e44a-48e6-a269-bbe2b4f7231b,AP-000067,2025-09-15 09:26:36,185.65,BANK_TRANSFER,PENDING
71160782-d880-4e84-a8c0-dba60939b66d,AP-000068,2026-08-15 08:28:39,221.89,CARD,FAILED
f7968c3f-6faf-4bc2-9d32-9567f6a743de,AP-000068,2026-06-03 02:49:05,221.89,BANK_TRANSFER,FAILED
073396ce-e6d1-4a46-aad5-aecbcfac3b22,AP-000068,2026-06-18 23:03:58,221.89,DIRECT_DEBIT,SUCCESS
923e320a-1330-426f-a53e-f5bcc9e565ea,AP-000068,2026-07-12 21:01:35,221.89,CARD,PENDING
f9c14064-0f1d-48c4-af99-852eb8153759,AP-000068,2026-07-29 00:46:16,221.89,BANK_TRANSFER,PENDING
f63f14d2-4d8e-4cb9-b485-50b3de4ecbf4,AP-000068,2026-06-28 09:21:05,221.89,BANK_TRANSFER,PENDING
0dd4a6e9-d6e0-4d78-a778-e3c68bc48121,AP-000069,2026-03-25 07:32:38,117.17,BANK_TRANSFER,FAILED
3f5672c7-90d9-4bde-8c5d-c012d3dee275,AP-000069,2026-04-11 08:33:56,117.17,BANK_TRANSFER,SUCCESS
cbf0a7c8-41b2-4fa6-9f0f-2397503ac778,AP-000070,2024-05-03 06:55:04,46.03,CARD,SUCCESS
022054e9-be5f-4437-b597-784ddbfa5796,AP-000070,2025-10-01 23:13:27,46.03,BANK_TRANSFER,FAILED
0400016a-d12c-4e49-9b37-7c9d593fa545,AP-000070,2024-08-03 00:48:43,46.03,DIRECT_DEBIT,SUCCESS
a98ed839-2576-4f68-94c8-6c9eed688673,AP-000070,2024-05-31 08:32:44,46.03,BANK_TRANSFER,SUCCESS
0b52fa69-e644-4153-b25d-225d85971a3f,AP-000071,2026-03-23 21:43:15,94.54,CARD,FAILED
cf871294-6530-4a66-b44b-4f7ea058e15f,AP-000072,2024-10-10 22:53:57,103.48,DIRECT_DEBIT,SUCCESS
ac4f09b2-0944-4acf-af2f-1ee186679eb3,AP-000072,2024-09-08 01:36:25,103.48,BANK_TRANSFER,FAILED
ad8fbee5-90b6-4eaf-95e4-36c061daca61,AP-000072,2026-03-01 22:59:50,103.48,BANK_TRANSFER,SUCCESS
67c8fcee-cd4d-4801-b194-d62e30fe3610,AP-000072,2024-08-05 15:51:00,103.48,CARD,PENDING
7f260655-8448-4f5d-9bed-aa967ced6fed,AP-000072,2024-08-22 13:57:10,103.48,DIRECT_DEBIT,FAILED
217efc54-a883-4833-81e2-0e421c5c8a8d,AP-000073,2025-10-18 15:57:08,57.29,BANK_TRANSFER,PENDING
cf87aff6-5a42-4428-8bbd-d6deee97c165,AP-000074,2025-08-24 21:40:36,187.94,CARD,SUCCESS
69cb1dd1-53cb-4947-b1f7-39d4969f1f63,AP-000075,2026-08-11 08:38:52,125.49,BANK_TRANSFER,SUCCESS
07bf0616-95f3-4c7b-9391-423ddfa5ec3c,AP-000075,2026-07-24 18:47:42,125.49,CARD,FAILED
b09a9d50-d69e-46b2-a066-d142eef8d2ed,AP-000075,2026-08-02 20:14:49,125.49,DIRECT_DEBIT,PENDING
d19beb8f-1e4d-468d-a96e-3398760cf051,AP-000075,2026-08-18 11:28:24,125.49,BANK_TRANSFER,PENDING
d62d8e8f-681c-47cb-a328-db538de7ba3c,AP-000075,2026-08-16 10:34:17,125.49,BANK_TRANSFER,SUCCESS
ff0050fc-a454-4179-a76d-4818dad44e07,AP-000076,2024-12-29 17:22:10,158.02,DIRECT_DEBIT,SUCCESS
a4667e90-f63b-4e28-ae86-5c0991e41192,AP-000076,2026-04-27 19:32:58,158.02,CARD,SUCCESS
7f036eed-037e-4ac4-8511-0ac4c97020c4,AP-000076,2024-03-29 09:03:56,158.02,CARD,SUCCESS
399877d5-6e65-445b-bb49-795a3e3eaaef,AP-000076,2024-03-22 11:34:11,158.02,DIRECT_DEBIT,PENDING
e4f35d3d-8f62-47b4-9131-1636a8d76344,AP-000076,2025-03-23 02:53:59,158.02,CARD,SUCCESS
adb99ecc-65c9-460c-bcb4-fa9a1b0ca5fa,AP-000076,2023-05-04 14:32:07,158.02,CARD,FAILED
69155d6b-7559-49c6-8b43-66a1157499a3,AP-000077,2025-04-05 23:33:26,231.69,CARD,FAILED
5bbbae40-fc93-440f-bb91-606f3a05c43c,AP-000077,2025-12-29 06:08:17,231.69,BANK_TRANSFER,FAILED
232ff6e7-5da6-4c25-979e-91ced42f737f,AP-000078,2023-11-29 08:17:32,179.05,CARD,SUCCESS
97295a46-4ee6-4e9e-8b19-dd52741b8597,AP-000078,2025-06-02 09:45:14,179.05,BANK_TRANSFER,PENDING
3b3f6416-62a8-4daf-84bf-35e36a59670d,AP-000078,2025-04-26 10:08:41,179.05,BANK_TRANSFER,PENDING
43ea6247-8620-47c5-b181-0daa74ade7d8,AP-000079,2026-03-21 00:52:33,34.93,CARD,FAILED
d5e883fe-9b07-4615-b8f5-ec086da45ad8,AP-000079,2026-07-03 10:43:25,34.93,CARD,SUCCESS
879b2af3-03bc-41ce-989c-6afa26997dc6,AP-000079,2025-02-10 01:31:19,34.93,DIRECT_DEBIT,FAILED
7ee1ffc8-6642-4151-9a83-3efe6c76fcda,AP-000079,2025-03-02 18:05:50,34.93,DIRECT_DEBIT,FAILED
d9c2d194-8319-416d-a82a-2e2fb4772f24,AP-000079,2026-06-24 20:11:20,34.93,CARD,PENDING
47112302-0316-4c2d-bb18-1c0522c556ef,AP-000079,2025-12-20 13:38:40,34.93,DIRECT_DEBIT,FAILED
a3c490f5-c295-4479-8f48-335bd48c2e23,AP-000080,2024-12-21 00:31:38,234.8,BANK_TRANSFER,FAILED
efc7731f-2c67-49d4-9276-99f606746dcd,AP-000080,2023-11-17 14:21:07,234.8,DIRECT_DEBIT,FAILED
a086d032-71a7-473d-9229-4684cd6df143,AP-000080,2024-12-27 02:55:19,234.8,BANK_TRANSFER,SUCCESS
0c96d1fb-297b-4f11-8136-2efe3b14d504,AP-000081,2025-05-21 07:11:08,149.41,CARD,FAILED
e8288149-26aa-4f88-9b1f-d585c42e2555,AP-000081,2025-12-01 22:08:22,149.41,BANK_TRANSFER,SUCCESS
cdb34b40-a5cd-4e7f-99e3-a2b9c60501de,AP-000081,2024-09-29 15:23:37,149.41,CARD,SUCCESS
2e921199-8e50-49af-aa30-6116b8f234f5,AP-000081,2025-08-11 10:38:15,149.41,CARD,PENDING
7ca3ddf2-2bbe-4646-9ee1-366a335b70f6,AP-000081,2024-06-05 10:17:03,149.41,DIRECT_DEBIT,SUCCESS
864f31f4-371a-4d7f-bb3f-e2ec7e0e3348,AP-000082,2025-10-26 06:31:07,249.77,DIRECT_DEBIT,SUCCESS
35339a63-fa47-4c90-8f48-263463321aad,AP-000082,2025-07-19 12:30:40,249.77,CARD,FAILED
989ab79b-066c-42ee-9f30-2edc634a63fa,AP-000082,2026-06-01 13:08:36,249.77,CARD,FAILED
4191de30-55c5-4aca-a221-c226d3856d5f,AP-000082,2026-07-03 22:13:14,249.77,BANK_TRANSFER,PENDING
db2ec8a9-18e8-4659-ac06-b3aa57330f79,AP-000082,2024-07-29 23:53:40,249.77,CARD,PENDING
148bd020-b80f-4420-b3af-a83bd17e7943,AP-000083,2025-06-01 05:24:18,146.5,BANK_TRANSFER,FAILED
c85c1235-829c-4ead-b3c9-7822364c768e,AP-000083,2025-01-12 14:48:48,146.5,DIRECT_DEBIT,FAILED
ace90d92-e2de-446a-8b23-e7f196b3db33,AP-000083,2023-10-01 23:21:58,146.5,CARD,SUCCESS
e377ce8d-7b4e-47f3-8eb8-2d1a676a3af1,AP-000084,2025-09-06 05:48:00,96.02,CARD,FAILED
c6a84e39-7ef6-4bd5-9f7a-8d6113c6386d,AP-000084,2025-08-16 05:56:23,96.02,CARD,PENDING
38584316-356c-4c29-b2dc-7991ffbaf1d7,AP-000084,2026-05-13 13:05:41,96.02,CARD,FAILED
bb551c71-29ac-48cb-9e9f-8aa9a3095203,AP-000084,2026-08-04 18:00:02,96.02,BANK_TRANSFER,FAILED
82856619-f8a6-436b-9b06-e93506f6ad9a,AP-000085,2024-10-05 13:29:49,200.32,BANK_TRANSFER,PENDING
68ab8343-3b6b-45ca-bc5a-e0a6663001ac,AP-000085,2024-07-16 16:15:44,200.32,CARD,SUCCESS
1b59a0da-4556-4557-9f02-27aff385da62,AP-000085,2024-10-23 14:44:25,200.32,BANK_TRANSFER,SUCCESS
c06f2d10-977c-48a8-a804-9b51f1d3b348,AP-000085,2026-01-14 16:57:47,200.32,BANK_TRANSFER,PENDING
e2c3be8f-635f-4256-981c-f2c58eb62ef0,AP-000085,2024-09-28 16:52:03,200.32,DIRECT_DEBIT,FAILED
9e5896ba-7bff-4574-84f0-2bba78087612,AP-000085,2026-02-08 18:47:55,200.32,CARD,FAILED
b329868c-b50d-4e2c-a67f-b6dd9fed1cd8,AP-000086,2026-08-19 01:55:52,109.6,DIRECT_DEBIT,SUCCESS
403373f2-65c9-409e-923c-2abeeb275dc7,AP-000086,2024-01-27 05:18:35,109.6,BANK_TRANSFER,PENDING
91b92779-7cf4-47be-8201-4dac8a7fef85,AP-000086,2023-12-16 09:05:16,109.6,CARD,PENDING
da65b618-049b-4413-89a9-965ad04a1e91,AP-000087,2025-04-18 01:59:06,123.94,CARD,PENDING
3f759233-596e-4549-a306-11656fff3749,AP-000087,2025-07-31 21:20:24,123.94,CARD,SUCCESS
a42a3443-6381-4463-ac02-c3b8e88d3730,AP-000088,2026-06-07 15:57:57,25.73,CARD,FAILED
bc8f5282-6d18-4277-b716-b0798b6059c5,AP-000088,2024-06-07 01:37:52,25.73,DIRECT_DEBIT,SUCCESS
2beb2342-4d00-438d-b0a0-d2bcc244b66a,AP-000089,2026-03-20 09:22:13,186.65,CARD,SUCCESS
13d45e92-78fc-4b90-90b9-c2893b46d652,AP-000089,2025-09-04 20:13:59,186.65,BANK_TRANSFER,SUCCESS
33eeff97-a6aa-4e14-be9a-691be759e157,AP-000089,2025-12-31 23:13:17,186.65,DIRECT_DEBIT,FAILED
d10abbae-7f47-431a-9261-0e0678634a06,AP-000089,2025-07-19 21:56:19,186.65,CARD,PENDING
ba04bb8c-e975-452b-88e6-812512ca262e,AP-000089,2026-02-20 18:10:26,186.65,BANK_TRANSFER,SUCCESS
d4b8c659-28db-4550-9e0b-eeaa4d88886c,AP-000090,2026-06-29 14:19:26,139.73,DIRECT_DEBIT,SUCCESS
4b9ebcef-3e50-4af9-9d0c-9d2de64ed6c6,AP-000090,2026-07-02 10:20:20,139.73,BANK_TRANSFER,SUCCESS
ce063be0-1dd0-4430-a5ff-9d40364cfd44,AP-000090,2026-02-03 03:36:33,139.73,CARD,PENDING
0afcd8bf-6511-4c88-bb00-b25966de059a,AP-000091,2024-06-22 21:11:55,93.4,DIRECT_DEBIT,FAILED
7126eb22-5781-4bf7-9072-a255040ee2c0,AP-000091,2025-10-19 10:02:35,93.4,CARD,SUCCESS
19c444d4-2c8c-4b25-8eb7-4d9298d846c6,AP-000091,2023-08-11 06:44:43,93.4,DIRECT_DEBIT,PENDING
e0390659-be49-4338-8788-4f155802444a,AP-000091,2025-03-05 13:50:10,93.4,DIRECT_DEBIT,PENDING
e5165ee6-121f-4759-bd24-44be5c5aa5ba,AP-000091,2026-02-21 16:54:19,93.4,BANK_TRANSFER,SUCCESS
ab65f8d5-6957-4b92-a134-542a0ef053a3,AP-000092,2025-12-24 13:40:47,152.04,DIRECT_DEBIT,PENDING
13810ed7-ab4f-4530-9bab-6865ddb23e5a,AP-000092,2026-08-01 21:51:20,152.04,CARD,SUCCESS
63c79b2b-73a4-4206-ae3f-f5d0ece89480,AP-000092,2025-09-09 18:41:38,152.04,CARD,PENDING
89611e92-225c-445b-b484-af943a0ce651,AP-000093,2026-06-16 23:59:02,39.81,DIRECT_DEBIT,FAILED
9dcfc12d-7706-4b1f-9a8a-b2ba91551184,AP-000093,2026-08-16 09:41:52,39.81,DIRECT_DEBIT,PENDING
592ee672-d003-4449-b1fb-21f620f9cc9f,AP-000093,2026-06-11 14:51:24,39.81,DIRECT_DEBIT,PENDING
9ec28984-1648-4892-92f6-764cfec23780,AP-000093,2026-06-06 05:02:57,39.81,BANK_TRANSFER,PENDING
b2b8050f-9a67-4049-9e43-689bbb70d266,AP-000093,2026-05-22 12:36:11,39.81,CARD,FAILED
99bcb737-488f-4771-8575-76d4ae827133,AP-000094,2025-05-26 20:36:44,206.14,DIRECT_DEBIT,PENDING
7dd69169-de02-4afe-a2f0-79779c600832,AP-000095,2026-01-08 04:45:04,124.78,DIRECT_DEBIT,PENDING
ba217d28-56f1-4dbf-b3b1-0721a826703f,AP-000095,2026-07-03 10:47:46,124.78,BANK_TRANSFER,PENDING
019e6869-fef2-4274-a8fd-244e4e7c63b2,AP-000095,2026-06-12 01:07:31,124.78,BANK_TRANSFER,SUCCESS
576dc941-5882-42e7-a3f2-e6696c9038dd,AP-000095,2026-03-01 22:17:50,124.78,CARD,PENDING
a28402e6-8d2b-44e8-b88a-fb25680083cc,AP-000095,2026-01-16 23:21:32,124.78,CARD,PENDING
17910541-4ea1-40ff-af06-8ba4304fb812,AP-000095,2026-02-23 17:27:36,124.78,BANK_TRANSFER,PENDING
c264df3e-5398-4112-a2a4-085b04c7da45,AP-000096,2025-12-10 00:21:48,196.63,BANK_TRANSFER,FAILED
0f48258c-de40-4b28-8ded-541d54e88699,AP-000097,2025-02-11 22:43:20,155.82,DIRECT_DEBIT,FAILED
b1e38bc9-58c9-4c64-bd13-2773b685a3ae,AP-000097,2024-04-30 20:39:41,155.82,BANK_TRANSFER,PENDING
9ca0e9e7-f74c-475f-a1bb-e5c43509cee5,AP-000098,2023-07-31 01:50:35,201.09,DIRECT_DEBIT,FAILED
b9d42664-b2d5-4c9a-9249-81468f6c211a,AP-000099,2025-12-04 13:45:53,212.45,DIRECT_DEBIT,SUCCESS
fa2cc495-d553-465f-ae58-c408f6be8adb,AP-000099,2025-05-28 16:49:00,212.45,BANK_TRANSFER,SUCCESS
65923eb9-2181-4a6c-8b81-12cd1f130c43,AP-000099,2025-01-17 15:14:22,212.45,BANK_TRANSFER,PENDING
95edd56d-331d-4131-b9fc-d4c8a48d0a4f,AP-000100,2026-04-16 07:55:45,133.69,DIRECT_DEBIT,PENDING
62f8d1f6-02db-473f-8c61-a2b953e9a352,AP-000100,2025-07-18 22:16:59,133.69,BANK_TRANSFER,FAILED
57027c74-d20c-412b-b93f-cf403d379e61,AP-000100,2025-05-09 06:00:10,133.69,DIRECT_DEBIT,PENDING
19c7dd2c-7dc6-4bcf-b2dc-8d7d790ad23c,AP-000100,2026-01-07 14:32:24,133.69,CARD,SUCCESS
fea528a7-e354-456a-b22a-2f0e157f800b,AP-000101,2026-06-21 04:22:17,221.81,BANK_TRANSFER,PENDING
82f44a29-99c9-42cb-891d-ed5257e7e921,AP-000101,2025-03-05 09:42:08,221.81,DIRECT_DEBIT,PENDING
dfe64966-776c-4283-8ef1-703a326777c1,AP-000101,2026-01-30 05:46:26,221.81,CARD,FAILED
5565032e-2bb4-42bc-927b-f31432409c19,AP-000101,2026-05-21 23:54:59,221.81,CARD,FAILED
9bc265f0-b96b-40ab-8fdc-0b427d071ab6,AP-000101,2025-10-16 07:13:52,221.81,DIRECT_DEBIT,PENDING
064d1358-5012-488e-8a77-1829014aa875,AP-000101,2024-11-20 22:13:00,221.81,CARD,PENDING
90f85799-92cb-47dc-9233-13453ea1bb51,AP-000102,2026-08-21 17:27:14,104.92,CARD,PENDING
b1b79a36-38d8-475c-a6d1-1deacceaff24,AP-000102,2026-04-05 21:52:05,104.92,CARD,SUCCESS
d1f27bfc-ac39-407a-8656-f91e694446f3,AP-000102,2026-05-17 12:23:05,104.92,BANK_TRANSFER,FAILED
eca0f5b7-d2a0-49c3-bd73-2fc19cb99a51,AP-000103,2024-12-15 06:46:26,93.17,CARD,FAILED
78d26c96-a955-4dda-a1f6-68d5316b4141,AP-000103,2023-07-20 16:48:44,93.17,CARD,PENDING
568784cf-5118-4b5f-a928-c455074feb2f,AP-000103,2025-02-09 00:32:46,93.17,CARD,SUCCESS
2d32f520-5db9-4934-8008-582347191941,AP-000103,2025-11-16 09:05:18,93.17,DIRECT_DEBIT,PENDING
36de1f6f-9622-4114-a692-7c46e8ec3f05,AP-000103,2025-05-10 21:33:38,93.17,BANK_TRANSFER,PENDING
9ffad069-3abd-4979-b2ec-0a46ea2fdfe2,AP-000104,2026-07-02 12:49:20,86.35,CARD,SUCCESS
f49da0f6-da94-45ae-ba94-509c71280542,AP-000104,2026-05-27 05:16:12,86.35,DIRECT_DEBIT,PENDING
495e116b-59f9-4dcc-9f03-3d0ff7fdfa10,AP-000105,2024-09-08 22:00:14,225.52,BANK_TRANSFER,FAILED
6bddc6d2-0005-408b-af66-f9b40b8f519d,AP-000105,2025-05-25 04:49:54,225.52,CARD,FAILED
d29c5020-114a-4f1a-8445-cfef6012525c,AP-000106,2025-10-14 02:32:38,183.79,BANK_TRANSFER,SUCCESS
76194323-4655-44af-abf0-127cb74a9092,AP-000106,2026-04-01 22:55:07,183.79,CARD,FAILED
617a4360-6843-4eec-9bc8-5a46937f4c28,AP-000106,2025-07-01 14:42:54,183.79,BANK_TRANSFER,FAILED
1e3d5182-1656-4a0a-8df5-b07334e95f34,AP-000106,2025-07-11 10:40:59,183.79,BANK_TRANSFER,SUCCESS
3e53837e-3616-4a70-9004-e8a8895973b2,AP-000106,2026-05-17 04:36:33,183.79,DIRECT_DEBIT,PENDING
b52a216f-8c3a-4c93-9f5f-69a91bf49b7f,AP-000107,2026-05-26 12:18:07,38.41,DIRECT_DEBIT,SUCCESS
185a22b5-4633-437d-9ec3-e5b08f16a16a,AP-000107,2023-08-23 16:06:01,38.41,CARD,PENDING
5b704027-5c53-4d74-8d60-41a8cbafee15,AP-000107,2025-02-20 17:47:44,38.41,DIRECT_DEBIT,FAILED
a37503e6-0123-4735-958a-a424d7ec8fde,AP-000107,2025-12-13 11:07:42,38.41,DIRECT_DEBIT,FAILED
ae09832f-cee4-4b06-a806-788cfc8ea104,AP-000107,2026-08-15 03:31:52,38.41,CARD,FAILED
faf29f25-e08d-4434-8136-cfc50cb38bae,AP-000108,2026-01-23 12:12:13,144.02,DIRECT_DEBIT,FAILED
c29baa9f-4efd-49fe-a0a7-96201f8c979c,AP-000108,2026-03-04 03:50:52,144.02,BANK_TRANSFER,PENDING
caaa887e-b74f-4c31-ac37-52f125d1e6a8,AP-000108,2026-02-21 08:09:41,144.02,BANK_TRANSFER,PENDING
ef86d87e-1d90-4367-ac50-9c500388a98a,AP-000108,2026-02-04 07:00:22,144.02,BANK_TRANSFER,SUCCESS
64886f01-a313-4724-9072-c2201c166fc9,AP-000109,2023-11-23 17:14:04,79.9,CARD,FAILED
4fd4dc56-87ea-44f2-a589-f97a56ff026d,AP-000110,2026-06-12 23:51:15,215.83,CARD,FAILED
ec653375-2cfd-4866-bc94-894a5f965e9b,AP-000110,2026-08-18 23:43:05,215.83,DIRECT_DEBIT,SUCCESS
8a1b8a9e-fcc7-48db-9930-82a333f0b235,AP-000110,2026-03-26 12:52:20,215.83,DIRECT_DEBIT,PENDING
6bceae73-e6c2-4764-a94e-08df1d8e32de,AP-000110,2026-07-12 14:10:12,215.83,BANK_TRANSFER,SUCCESS
1b1350be-2938-465b-834b-18baf827b9cb,AP-000110,2026-08-19 22:04:26,215.83,BANK_TRANSFER,FAILED
2aa4812e-7766-456e-a150-62e502c16813,AP-000111,2024-05-20 22:28:02,61.59,DIRECT_DEBIT,SUCCESS
c20b3cba-eba4-45b6-a773-c730b78afd56,AP-000111,2025-03-05 19:21:56,61.59,BANK_TRANSFER,PENDING
6c9fe166-afc7-4c0d-8cc1-eebfdaab4348,AP-000112,2025-11-21 09:42:42,171.95,CARD,FAILED
e8728204-3827-4af8-b49b-9328182e42b6,AP-000112,2025-05-12 01:37:07,171.95,BANK_TRANSFER,SUCCESS
d97ce77c-1db0-4016-98c7-065dcbfc2983,AP-000112,2026-06-26 07:30:41,171.95,CARD,SUCCESS
378c6549-ca8a-465c-8822-471c2d95afbe,AP-000113,2025-10-06 04:37:29,111.71,CARD,PENDING
03419e06-d734-40cd-ada0-19d9d57eb77c,AP-000113,2025-04-27 13:09:15,111.71,DIRECT_DEBIT,FAILED
6529367a-1ccd-44f0-8db0-5c7acd91ec1c,AP-000113,2025-07-07 01:04:30,111.71,BANK_TRANSFER,PENDING
82d3cde4-3772-49d1-9733-2bfbf450c2f9,AP-000113,2024-07-01 05:04:47,111.71,BANK_TRANSFER,SUCCESS
6dc8a4b3-166f-41a7-94e1-58d5fcfb15cc,AP-000113,2026-03-04 09:44:09,111.71,DIRECT_DEBIT,PENDING
3113bf4d-c413-49a9-b7e4-00e0ecf860a5,AP-000114,2026-07-11 08:21:47,86.42,DIRECT_DEBIT,SUCCESS
02430c63-1962-4b6e-9f18-8fc1888dde5a,AP-000114,2026-08-08 09:08:40,86.42,CARD,FAILED
bc9dd7e7-bb18-450e-a8c8-5aea2aa2afba,AP-000114,2026-07-01 21:24:38,86.42,DIRECT_DEBIT,PENDING
efeaaff8-66fa-4e3e-9259-523fc29191b9,AP-000114,2026-08-22 06:18:48,86.42,BANK_TRANSFER,FAILED
b9f4133b-8c58-4c76-b028-b878daddb499,AP-000114,2026-08-14 17:16:56,86.42,DIRECT_DEBIT,PENDING
7891c4cb-f55e-41c7-9922-16808081bda6,AP-000115,2025-07-07 00:40:14,81.43,BANK_TRANSFER,FAILED
193bd750-b57f-4a2f-97b3-2341b43f62d4,AP-000115,2026-02-10 05:33:22,81.43,DIRECT_DEBIT,SUCCESS
b2570a39-cb5c-451c-9494-f813cf103841,AP-000115,2026-06-30 03:45:47,81.43,DIRECT_DEBIT,FAILED
d61f3da1-966b-4e4d-884d-b635fcc4a2c3,AP-000115,2026-01-07 00:26:22,81.43,DIRECT_DEBIT,SUCCESS
d8ffee76-5e17-42ac-bc78-c12a5056b9bf,AP-000116,2024-04-08 14:27:13,97.6,CARD,SUCCESS
a39c0da3-5221-4d8a-b6ec-c860b7d128a4,AP-000116,2026-06-24 14:04:19,97.6,CARD,PENDING
c3f1182c-6b51-4419-a3f7-1c81c95c8aa6,AP-000116,2026-08-22 00:30:08,97.6,CARD,FAILED
aebf9ed2-5c3c-4af9-86be-73a33c079bc8,AP-000116,2023-10-18 08:25:55,97.6,CARD,FAILED
97a7afc3-eca4-407c-bd1f-dcf707d1d976,AP-000116,2026-03-13 07:52:34,97.6,BANK_TRANSFER,PENDING
4c14a1cc-04d3-4d0f-b9c7-f747c5f8180c,AP-000116,2025-01-04 07:39:37,97.6,CARD,FAILED
7ce954c6-6f97-4d8b-8c17-36bdacac0562,AP-000117,2025-08-11 13:02:01,64.41,CARD,SUCCESS
1a938437-a1c7-4ba0-9136-9d42016a4f34,AP-000117,2026-03-16 11:56:40,64.41,DIRECT_DEBIT,SUCCESS
2e17ff85-2769-4e6c-b0ec-9f860d4e03dd,AP-000117,2025-10-09 09:51:45,64.41,BANK_TRANSFER,FAILED
922bd635-8fb4-4dd6-846f-156e073bc8ac,AP-000117,2025-12-14 14:21:28,64.41,DIRECT_DEBIT,FAILED
c506c8dc-a585-4693-8b41-0fa54e396c2e,AP-000117,2025-04-11 16:20:45,64.41,CARD,SUCCESS
3e33ecc9-dd63-43e9-97ef-8efc3671cb02,AP-000117,2025-11-10 18:15:52,64.41,DIRECT_DEBIT,SUCCESS
f4487654-37b3-404d-81a2-30d9f910ba52,AP-000118,2026-08-20 00:32:25,87.75,BANK_TRANSFER,FAILED
9fe56f6a-efa2-48a4-9e96-a84c12f8dbf5,AP-000118,2025-04-03 19:54:24,87.75,DIRECT_DEBIT,PENDING
f46d0ac9-de46-4400-95ac-9b17e6bdcb91,AP-000118,2025-07-11 01:10:44,87.75,BANK_TRANSFER,SUCCESS
